id,nome,turno,periodo,nota1,nota2,nota3
aluno_415,Renata Souza,Noite,5,5.4,8.5,7.4
aluno_416,Daniela Nascimento,Noite,2,3.1,7.3,2.3
aluno_417,Daniela Costa,Noite,2,9.9,6.4,6.5
aluno_418,Yasmin Costa,Manhã,1,2.0,4.0,0.8
aluno_419,Juliana Pereira,Tarde,3,1.3,7.8,8.3
aluno_420,Igor Souza,Manhã,3,7.4,2.4,8.8
aluno_421,Igor Oliveira,Noite,3,4.6,0.9,7.4
aluno_422,Daniela Costa,Tarde,2,5.8,9.8,5.7
aluno_423,Renata Almeida,Tarde,4,5.2,8.2,0.3
aluno_424,Helena Costa,Noite,5,8.0,7.0,9.3
aluno_425,Nicolas Almeida,Manhã,3,4.1,7.4,4.1
aluno_426,Carlos Santos,Tarde,5,7.8,4.7,9.4
aluno_427,Samuel Almeida,Tarde,4,3.6,2.6,8.9
aluno_428,Tatiane Santos,Manhã,3,8.5,8.6,8.2
aluno_429,Tatiane Nascimento,Manhã,5,0.0,7.0,4.8
aluno_430,Olivia Pereira,Tarde,3,6.2,3.2,8.9
aluno_431,Fernanda Silva,Noite,5,7.9,5.3,4.5
aluno_432,Tatiane Almeida,Noite,5,1.0,9.1,6.4
aluno_433,Tatiane Pereira,Tarde,3,6.5,9.6,2.7
aluno_434,Helena Lima,Noite,2,9.9,3.5,2.2
aluno_435,Yasmin Lima,Noite,4,5.5,6.4,6.5
aluno_436,Bruno Silva,Tarde,5,3.3,6.1,6.0
aluno_437,Tatiane Rodrigues,Noite,1,4.2,2.6,2.2
aluno_438,Ana Nascimento,Tarde,5,8.9,1.2,7.7
aluno_439,Paulo Oliveira,Noite,5,4.1,0.8,8.7
aluno_440,Renata Pereira,Noite,3,3.2,8.3,2.7
aluno_441,Lucas Oliveira,Tarde,3,5.6,2.2,2.6
aluno_442,Helena Costa,Manhã,4,5.8,4.9,1.9
aluno_443,Ana Almeida,Noite,4,5.2,3.4,5.6
aluno_444,Helena Lima,Tarde,2,1.0,2.0,1.3
aluno_445,Samuel Lima,Manhã,1,1.5,7.1,4.9
aluno_446,Renata Nascimento,Manhã,1,3.5,6.5,7.1
aluno_447,Mariana Oliveira,Manhã,5,6.9,0.7,7.9
aluno_448,Yasmin Santos,Manhã,1,4.5,8.4,0.7
aluno_449,Lucas Santos,Tarde,2,2.3,9.4,3.0
aluno_450,Juliana Souza,Manhã,2,6.0,4.1,4.8
aluno_451,Nicolas Almeida,Tarde,1,8.4,1.6,8.8
aluno_452,Tatiane Lima,Manhã,5,0.3,4.1,2.2
aluno_453,Olivia Pereira,Manhã,4,7.7,6.9,4.8
aluno_454,Paulo Santos,Noite,2,8.2,9.0,5.7
aluno_455,Daniela Costa,Noite,5,8.1,0.6,6.6
aluno_456,Yasmin Lima,Manhã,1,4.9,9.9,1.3
aluno_457,Carlos Costa,Noite,5,1.7,7.5,0.5
aluno_458,Vinicius Souza,Tarde,4,4.0,0.8,9.5
aluno_459,Mariana Almeida,Noite,2,0.2,1.1,5.2
aluno_460,Olivia Costa,Tarde,5,4.8,5.6,0.9
aluno_461,Mariana Costa,Noite,5,5.9,5.1,4.9
aluno_462,Yasmin Santos,Tarde,1,3.4,0.6,2.8
aluno_463,Samuel Pereira,Tarde,5,7.6,6.5,0.7
aluno_464,Carlos Silva,Manhã,3,6.2,8.1,5.6
aluno_465,Nicolas Costa,Noite,5,6.9,8.8,5.4
aluno_466,Eduardo Souza,Noite,2,9.0,6.4,2.1
aluno_467,Fernanda Nascimento,Noite,3,6.8,1.3,3.8
aluno_468,Tatiane Oliveira,Tarde,1,2.5,6.3,6.7
aluno_469,Igor Pereira,Noite,4,1.9,7.1,5.8
aluno_470,Mariana Oliveira,Noite,5,9.3,4.5,8.1
aluno_471,Daniela Lima,Manhã,5,3.2,1.5,9.1
aluno_472,Samuel Almeida,Noite,1,3.4,1.7,1.6
aluno_473,Igor Santos,Manhã,4,9.3,6.5,4.7
aluno_474,Samuel Oliveira,Noite,4,8.7,0.4,8.0
aluno_475,Bruno Lima,Tarde,2,1.3,6.1,6.0
aluno_476,Daniela Rodrigues,Tarde,2,2.9,9.7,1.3
aluno_477,Renata Santos,Noite,2,5.7,0.7,1.7
aluno_478,Samuel Almeida,Noite,2,4.7,8.2,6.3
aluno_479,Yasmin Costa,Manhã,3,2.9,1.5,3.7
aluno_480,Vinicius Silva,Noite,3,0.3,7.2,7.7
aluno_481,Gabriel Almeida,Manhã,4,0.3,7.3,0.3
aluno_482,Olivia Lima,Noite,1,3.5,8.1,5.4
aluno_483,Lucas Pereira,Manhã,3,0.1,2.0,3.5
aluno_484,Carlos Souza,Noite,5,6.9,0.0,8.0
aluno_485,Juliana Almeida,Tarde,5,3.6,7.3,6.5
aluno_486,Helena Lima,Tarde,1,9.2,9.6,9.9
aluno_487,Olivia Santos,Tarde,3,4.4,5.8,0.9
aluno_488,Juliana Nascimento,Tarde,5,5.2,9.0,3.3
aluno_489,Carlos Silva,Manhã,1,9.2,3.8,2.4
aluno_490,Lucas Oliveira,Tarde,2,1.8,0.7,7.3
aluno_491,Samuel Pereira,Tarde,1,7.2,0.4,4.5
aluno_492,Tatiane Silva,Manhã,3,5.4,4.3,2.9
aluno_493,Yasmin Almeida,Tarde,2,4.0,2.5,9.5
aluno_494,Gabriel Souza,Manhã,4,5.0,0.2,2.0
aluno_495,Yasmin Nascimento,Manhã,4,7.5,6.7,6.6
aluno_496,Igor Almeida,Noite,5,2.2,1.6,4.0
aluno_497,Vinicius Santos,Tarde,3,8.5,10.0,5.0
aluno_498,Vinicius Oliveira,Tarde,4,0.6,1.6,2.8
aluno_499,Igor Santos,Manhã,1,7.4,6.4,3.0
aluno_500,Vinicius Rodrigues,Tarde,3,0.3,3.8,0.0
aluno_501,Carlos Souza,Manhã,2,2.3,4.9,3.1
aluno_502,Fernanda Silva,Tarde,3,7.3,1.8,7.2
aluno_503,Renata Oliveira,Manhã,5,6.3,9.2,6.6
aluno_504,Daniela Santos,Tarde,4,7.7,6.0,1.7
aluno_505,Tatiane Silva,Manhã,2,9.3,8.1,5.3
aluno_506,Bruno Pereira,Tarde,5,1.6,8.4,7.0
aluno_507,Nicolas Silva,Manhã,4,4.1,8.7,5.8
aluno_508,Nicolas Costa,Tarde,2,9.1,2.8,8.7
aluno_509,Helena Oliveira,Manhã,3,2.6,7.2,3.4
aluno_510,Bruno Pereira,Noite,4,1.8,8.4,9.2
aluno_511,Olivia Oliveira,Noite,3,5.1,8.0,3.0
aluno_512,Eduardo Nascimento,Manhã,3,1.4,3.4,9.6
aluno_513,Lucas Pereira,Tarde,4,4.7,4.0,6.6
aluno_514,Igor Lima,Tarde,2,6.7,5.5,1.6
aluno_515,Igor Nascimento,Tarde,3,6.2,7.2,0.9
aluno_516,Helena Souza,Manhã,4,2.7,9.5,9.9
aluno_517,Carlos Lima,Manhã,4,5.0,7.0,0.9
aluno_518,Vinicius Lima,Noite,2,0.5,7.0,3.2
aluno_519,Gabriel Rodrigues,Manhã,4,7.2,5.7,6.7
aluno_520,Tatiane Santos,Manhã,3,9.3,8.2,9.3
aluno_521,Juliana Oliveira,Manhã,3,6.7,2.4,5.0
aluno_522,Helena Souza,Noite,1,2.7,8.8,6.3
aluno_523,Gabriel Rodrigues,Manhã,1,1.6,8.4,0.7
aluno_524,Mariana Lima,Noite,3,0.4,2.8,7.8
aluno_525,Juliana Nascimento,Noite,2,2.9,5.6,2.2
aluno_526,Bruno Lima,Tarde,3,8.4,2.2,0.0
aluno_527,Juliana Lima,Manhã,3,2.2,5.9,3.6
aluno_528,Nicolas Almeida,Noite,3,3.8,6.0,3.3
aluno_529,Fernanda Silva,Manhã,3,0.8,5.9,7.9
aluno_530,Olivia Rodrigues,Manhã,3,4.6,7.7,2.4
aluno_531,Bruno Lima,Tarde,4,7.1,2.3,6.8
aluno_532,Juliana Rodrigues,Noite,4,4.7,4.3,3.5
aluno_533,Lucas Nascimento,Noite,4,3.2,3.9,5.0
aluno_534,Lucas Santos,Noite,4,4.5,2.3,0.9
aluno_535,Vinicius Silva,Tarde,5,3.5,9.7,3.7
aluno_536,Carlos Santos,Noite,4,7.8,6.6,3.9
aluno_537,Nicolas Lima,Manhã,2,8.2,9.3,7.5
aluno_538,Fernanda Santos,Noite,5,5.2,3.8,8.6
aluno_539,Igor Almeida,Noite,3,9.0,0.3,7.7
aluno_540,Gabriel Nascimento,Tarde,4,5.1,4.8,9.8
aluno_541,Lucas Nascimento,Noite,5,4.4,1.2,2.3
aluno_542,Ana Lima,Manhã,4,8.7,7.7,2.1
aluno_543,Carlos Pereira,Tarde,1,9.9,2.9,5.7
aluno_544,Bruno Almeida,Noite,4,8.7,6.3,8.5
aluno_545,Juliana Pereira,Tarde,4,2.3,0.6,1.7
aluno_546,Paulo Nascimento,Manhã,5,1.7,5.4,8.5
aluno_547,Olivia Costa,Noite,1,4.5,1.9,5.9
aluno_548,Juliana Nascimento,Noite,1,1.2,9.4,2.4
aluno_549,Helena Oliveira,Noite,5,8.7,4.7,6.5
aluno_550,Daniela Nascimento,Noite,3,1.3,0.3,6.1
aluno_551,Yasmin Lima,Tarde,3,3.8,5.1,9.0
aluno_552,Paulo Silva,Tarde,2,8.6,4.9,1.4
aluno_553,Eduardo Pereira,Noite,5,5.3,7.0,0.4
aluno_554,Daniela Souza,Tarde,5,3.5,9.7,7.3
aluno_555,Mariana Souza,Tarde,5,4.0,0.9,8.4
aluno_556,Juliana Rodrigues,Noite,5,8.2,8.6,3.7
aluno_557,Renata Santos,Tarde,2,9.3,6.2,0.8
aluno_558,Bruno Almeida,Manhã,2,6.0,9.6,5.5
aluno_559,Nicolas Oliveira,Manhã,2,1.7,2.9,7.8
aluno_560,Samuel Pereira,Manhã,1,2.5,5.8,2.7
aluno_561,Gabriel Pereira,Noite,1,0.2,3.3,7.2
aluno_562,Nicolas Costa,Tarde,2,7.5,7.4,6.6
aluno_563,Bruno Silva,Manhã,3,7.0,7.8,3.5
aluno_564,Samuel Lima,Noite,2,8.6,6.3,4.6
aluno_565,Yasmin Nascimento,Noite,1,4.0,3.7,6.3
aluno_566,Ana Pereira,Manhã,4,5.3,9.9,8.8
aluno_567,Eduardo Pereira,Tarde,2,7.1,3.0,6.5
aluno_568,Fernanda Nascimento,Tarde,1,4.9,2.6,8.5
aluno_569,Ana Souza,Manhã,4,8.3,5.8,6.7
aluno_570,Juliana Souza,Tarde,2,10.0,2.0,6.0
aluno_571,Fernanda Costa,Tarde,4,5.6,6.2,7.4
aluno_572,Igor Rodrigues,Manhã,4,7.1,2.0,9.6
aluno_573,Eduardo Nascimento,Noite,4,6.4,1.0,8.9
aluno_574,Olivia Silva,Noite,4,9.8,5.8,6.0
aluno_575,Yasmin Souza,Manhã,5,0.1,0.3,3.3
aluno_576,Eduardo Souza,Manhã,1,7.9,5.2,0.7
aluno_577,Carlos Nascimento,Manhã,5,0.2,0.8,8.9
aluno_578,Juliana Pereira,Manhã,3,2.1,4.9,7.7
aluno_579,Renata Lima,Noite,1,5.4,3.5,7.3
aluno_580,Renata Lima,Noite,1,2.4,7.6,6.4
aluno_581,Bruno Pereira,Tarde,4,7.4,4.3,0.8
aluno_582,Mariana Oliveira,Noite,4,6.7,1.2,8.3
aluno_583,Igor Nascimento,Noite,3,9.4,8.1,2.9
aluno_584,Juliana Almeida,Noite,1,8.9,1.7,0.3
aluno_585,Gabriel Nascimento,Noite,1,8.5,7.9,2.3
aluno_586,Paulo Silva,Noite,2,9.2,9.1,5.6
aluno_587,Vinicius Souza,Manhã,1,8.1,8.4,7.2
aluno_588,Lucas Pereira,Noite,3,8.6,3.5,9.7
aluno_589,Eduardo Almeida,Tarde,1,0.9,0.6,8.1
aluno_590,Mariana Pereira,Manhã,5,2.8,3.8,6.1
aluno_591,Gabriel Almeida,Tarde,1,8.3,3.2,5.8
aluno_592,Renata Costa,Tarde,5,9.2,8.3,7.1
aluno_593,Tatiane Almeida,Manhã,4,3.1,5.8,0.6
aluno_594,Daniela Pereira,Tarde,1,7.5,5.8,1.2
aluno_595,Samuel Lima,Noite,5,9.2,3.2,7.4
aluno_596,Tatiane Souza,Manhã,2,3.5,0.2,4.2
aluno_597,Paulo Oliveira,Tarde,2,9.9,2.8,9.1
aluno_598,Mariana Nascimento,Tarde,5,7.0,7.9,3.7
aluno_599,Nicolas Souza,Noite,5,1.0,2.8,1.8
aluno_600,Carlos Santos,Tarde,3,4.3,2.3,1.8
aluno_601,Olivia Costa,Noite,3,9.8,2.8,9.9
aluno_602,Ana Silva,Noite,3,7.4,9.9,7.0
aluno_603,Nicolas Almeida,Tarde,5,1.6,7.1,0.8
aluno_604,Fernanda Souza,Tarde,2,0.9,7.4,4.3
aluno_605,Bruno Pereira,Noite,5,3.5,7.7,2.3
aluno_606,Tatiane Silva,Manhã,2,2.5,4.6,1.8
aluno_607,Eduardo Pereira,Tarde,4,2.4,9.4,2.8
aluno_608,Juliana Pereira,Tarde,4,6.7,6.1,8.5
aluno_609,Nicolas Souza,Manhã,3,0.4,5.5,5.8
aluno_610,Bruno Lima,Manhã,2,2.9,9.2,6.1
aluno_611,Yasmin Pereira,Noite,4,1.1,3.9,1.9
aluno_612,Helena Oliveira,Tarde,2,3.0,2.1,7.7
aluno_613,Gabriel Almeida,Manhã,4,5.6,1.7,6.7
aluno_614,Yasmin Lima,Tarde,3,2.6,1.1,7.6
aluno_615,Olivia Almeida,Manhã,2,5.1,2.2,9.3
aluno_616,Paulo Costa,Noite,4,9.4,7.3,0.4
aluno_617,Bruno Costa,Noite,2,8.8,0.5,0.2
aluno_618,Mariana Nascimento,Tarde,5,2.5,5.1,10.0
aluno_619,Tatiane Silva,Noite,1,9.2,3.6,0.7
aluno_620,Renata Pereira,Noite,5,7.7,9.5,9.3
aluno_621,Bruno Almeida,Noite,1,5.0,5.2,0.6
aluno_622,Eduardo Souza,Manhã,4,2.8,7.4,2.2
aluno_623,Daniela Rodrigues,Tarde,1,1.9,7.0,2.2
aluno_624,Bruno Oliveira,Tarde,3,7.6,3.5,8.9
aluno_625,Samuel Nascimento,Manhã,5,7.8,8.6,0.0
aluno_626,Paulo Oliveira,Manhã,4,4.7,7.2,1.4
aluno_627,Yasmin Santos,Tarde,2,7.9,6.5,4.9
aluno_628,Yasmin Rodrigues,Tarde,3,5.1,4.1,7.1
aluno_629,Ana Rodrigues,Tarde,3,2.3,2.3,3.6
aluno_630,Renata Santos,Tarde,4,4.0,5.2,4.4
aluno_631,Nicolas Oliveira,Noite,4,9.9,4.7,9.7
aluno_632,Fernanda Almeida,Manhã,4,6.7,0.9,2.2
aluno_633,Yasmin Oliveira,Manhã,3,7.6,6.7,8.5
aluno_634,Fernanda Almeida,Tarde,4,2.7,3.7,8.1
aluno_635,Yasmin Souza,Manhã,4,1.5,8.6,9.5
aluno_636,Vinicius Costa,Noite,3,8.5,7.3,6.2
aluno_637,Mariana Nascimento,Noite,5,9.1,9.8,7.2
aluno_638,Renata Rodrigues,Tarde,1,4.8,6.2,2.8
aluno_639,Yasmin Souza,Manhã,1,8.4,9.1,7.2
aluno_640,Mariana Almeida,Tarde,1,1.9,0.1,4.4
aluno_641,Carlos Pereira,Noite,2,1.2,0.0,6.9
aluno_642,Samuel Silva,Tarde,5,3.5,7.1,9.2
aluno_643,Fernanda Souza,Tarde,4,2.0,3.3,5.9
aluno_644,Bruno Oliveira,Manhã,2,9.3,8.8,5.7
aluno_645,Olivia Costa,Manhã,5,9.5,6.8,1.6
aluno_646,Bruno Almeida,Tarde,2,4.2,3.5,7.4
aluno_647,Ana Santos,Tarde,2,0.7,5.1,3.0
aluno_648,Samuel Pereira,Manhã,5,9.2,1.7,8.9
aluno_649,Carlos Lima,Manhã,3,1.1,9.0,6.0
aluno_650,Mariana Oliveira,Noite,3,5.0,4.0,0.9
aluno_651,Gabriel Almeida,Manhã,4,5.4,1.2,7.4
aluno_652,Vinicius Nascimento,Manhã,5,9.9,3.4,3.0
aluno_653,Nicolas Nascimento,Tarde,2,9.7,4.6,7.3
aluno_654,Helena Lima,Noite,5,1.7,0.4,3.0
aluno_655,Samuel Santos,Noite,1,4.5,9.2,0.4
aluno_656,Lucas Souza,Manhã,1,5.8,9.5,7.9
aluno_657,Vinicius Pereira,Manhã,1,0.3,3.1,0.3
aluno_658,Gabriel Oliveira,Tarde,1,7.3,4.1,8.9
aluno_659,Gabriel Pereira,Manhã,2,9.7,9.6,3.3
aluno_660,Yasmin Nascimento,Tarde,2,4.1,6.3,0.8
aluno_661,Mariana Santos,Manhã,1,8.5,8.0,3.0
aluno_662,Fernanda Almeida,Manhã,4,5.4,3.8,2.1
aluno_663,Gabriel Costa,Tarde,5,6.7,6.1,6.8
aluno_664,Eduardo Lima,Tarde,1,4.0,3.1,0.5
aluno_665,Renata Souza,Noite,5,3.6,9.5,5.1
aluno_666,Vinicius Almeida,Tarde,1,8.6,9.4,1.4
aluno_667,Nicolas Souza,Noite,1,1.6,1.5,7.0
aluno_668,Eduardo Pereira,Manhã,5,1.9,9.8,9.3
aluno_669,Bruno Costa,Manhã,1,0.9,6.3,3.6
aluno_670,Olivia Santos,Noite,5,4.0,7.8,9.3
aluno_671,Paulo Santos,Noite,1,6.2,4.1,2.6
aluno_672,Juliana Santos,Tarde,1,2.8,1.4,7.9
aluno_673,Vinicius Oliveira,Manhã,4,9.3,9.7,4.8
aluno_674,Helena Silva,Noite,2,6.4,6.4,7.2
aluno_675,Ana Santos,Tarde,4,0.4,8.0,1.7
aluno_676,Vinicius Nascimento,Noite,4,2.3,6.0,5.7
aluno_677,Carlos Santos,Manhã,2,0.9,9.2,9.7
aluno_678,Daniela Rodrigues,Tarde,5,3.0,0.8,0.6
aluno_679,Tatiane Nascimento,Noite,4,3.8,4.6,6.6
aluno_680,Mariana Lima,Manhã,1,0.3,8.7,1.3
aluno_681,Samuel Santos,Tarde,1,9.9,7.2,7.6
aluno_682,Fernanda Silva,Noite,1,1.2,3.7,0.6
aluno_683,Vinicius Lima,Noite,3,8.9,2.6,9.1
aluno_684,Mariana Silva,Manhã,3,3.4,4.6,4.1
aluno_685,Olivia Lima,Noite,1,0.9,1.9,0.4
aluno_686,Lucas Almeida,Noite,1,4.8,2.2,2.5
aluno_687,Nicolas Nascimento,Noite,3,2.0,7.1,4.3
aluno_688,Samuel Nascimento,Manhã,4,4.9,9.6,7.3
aluno_689,Fernanda Oliveira,Manhã,4,1.8,8.8,8.8
aluno_690,Ana Souza,Tarde,5,8.1,0.5,5.1
aluno_691,Tatiane Rodrigues,Manhã,5,6.6,4.7,9.2
aluno_692,Fernanda Costa,Noite,4,8.3,4.5,3.1
aluno_693,Nicolas Rodrigues,Manhã,2,6.8,5.6,2.7
aluno_694,Nicolas Oliveira,Noite,1,9.7,3.1,2.8
aluno_695,Renata Souza,Tarde,5,1.3,8.3,0.7
aluno_696,Gabriel Costa,Manhã,5,3.3,4.2,5.4
aluno_697,Helena Pereira,Noite,4,6.8,4.8,7.4
aluno_698,Yasmin Pereira,Manhã,1,4.7,5.2,5.0
aluno_699,Olivia Rodrigues,Noite,4,2.1,1.3,8.9
aluno_700,Juliana Silva,Manhã,4,2.5,6.9,4.0
aluno_701,Mariana Santos,Manhã,1,0.9,5.4,10.0
aluno_702,Eduardo Souza,Noite,2,4.7,6.6,3.6
aluno_703,Daniela Costa,Manhã,3,4.6,5.4,9.7
aluno_704,Eduardo Nascimento,Noite,3,5.5,6.1,6.8
aluno_705,Renata Pereira,Manhã,1,5.5,1.3,5.0
aluno_706,Fernanda Souza,Manhã,2,1.7,3.6,6.0
aluno_707,Yasmin Rodrigues,Manhã,2,4.7,6.2,8.7
aluno_708,Olivia Rodrigues,Tarde,1,9.5,10.0,6.5
aluno_709,Fernanda Pereira,Tarde,4,4.2,2.0,7.4
aluno_710,Tatiane Pereira,Manhã,4,8.7,0.7,1.4
aluno_711,Juliana Souza,Noite,4,7.0,9.0,0.9
aluno_712,Olivia Oliveira,Manhã,3,4.1,5.6,6.1
aluno_713,Igor Pereira,Tarde,5,0.7,8.1,0.9
aluno_714,Carlos Costa,Manhã,1,8.7,3.2,3.3
aluno_715,Carlos Oliveira,Manhã,2,4.9,6.6,10.0
aluno_716,Yasmin Santos,Noite,5,6.1,6.3,3.9
aluno_717,Igor Souza,Noite,2,5.2,3.9,7.2
aluno_718,Ana Oliveira,Noite,2,4.7,9.4,8.5
aluno_719,Tatiane Costa,Tarde,5,1.9,1.8,6.6
aluno_720,Carlos Silva,Tarde,4,3.3,1.2,7.2
aluno_721,Nicolas Almeida,Tarde,3,3.6,3.2,7.7
aluno_722,Mariana Silva,Tarde,2,10.0,0.9,2.2
aluno_723,Igor Rodrigues,Noite,3,3.5,5.9,6.3
aluno_724,Olivia Pereira,Manhã,5,1.5,4.3,2.5
aluno_725,Mariana Almeida,Tarde,4,9.2,4.3,4.0
aluno_726,Eduardo Almeida,Manhã,5,7.4,2.8,9.2
aluno_727,Mariana Costa,Tarde,5,3.1,5.7,6.4
aluno_728,Ana Souza,Tarde,1,7.6,7.3,9.8
aluno_729,Yasmin Nascimento,Noite,1,8.3,7.2,7.6
aluno_730,Ana Rodrigues,Tarde,5,9.6,3.0,6.4
aluno_731,Vinicius Souza,Manhã,3,0.9,7.0,9.4
aluno_732,Vinicius Lima,Manhã,2,5.3,4.3,6.2
aluno_733,Samuel Souza,Manhã,3,0.1,3.8,2.4
aluno_734,Gabriel Pereira,Noite,2,9.8,5.8,6.4
aluno_735,Helena Rodrigues,Tarde,5,4.0,7.4,2.7
aluno_736,Yasmin Pereira,Noite,2,1.9,4.0,5.9
aluno_737,Juliana Almeida,Manhã,2,7.0,2.5,6.1
aluno_738,Carlos Santos,Manhã,4,6.8,1.2,5.6
aluno_739,Mariana Pereira,Tarde,2,7.3,2.6,2.6
aluno_740,Carlos Costa,Tarde,2,7.0,2.1,5.9
aluno_741,Eduardo Lima,Tarde,1,3.5,5.1,8.4
aluno_742,Vinicius Souza,Noite,1,7.0,8.6,0.1
aluno_743,Daniela Oliveira,Manhã,4,3.9,0.9,6.0
aluno_744,Carlos Souza,Manhã,1,9.2,0.2,8.5
aluno_745,Nicolas Costa,Tarde,4,8.7,1.1,5.9
aluno_746,Paulo Lima,Manhã,5,3.0,7.1,1.3
aluno_747,Mariana Souza,Tarde,2,3.1,2.2,9.8
aluno_748,Renata Almeida,Manhã,3,2.0,5.0,3.5
aluno_749,Yasmin Pereira,Tarde,1,5.5,1.8,9.8
aluno_750,Samuel Santos,Noite,3,9.3,4.3,3.4
aluno_751,Mariana Nascimento,Manhã,4,4.4,8.5,7.5
aluno_752,Gabriel Almeida,Tarde,5,6.4,0.5,8.4
aluno_753,Yasmin Lima,Tarde,5,3.6,7.6,6.4
aluno_754,Vinicius Nascimento,Tarde,2,2.6,2.5,2.9
aluno_755,Lucas Rodrigues,Tarde,1,1.9,5.9,5.4
aluno_756,Lucas Oliveira,Noite,2,3.0,3.9,4.8
aluno_757,Daniela Silva,Noite,2,1.4,3.6,6.2
aluno_758,Gabriel Santos,Tarde,5,3.4,1.6,2.6
aluno_759,Lucas Oliveira,Tarde,2,7.7,9.5,2.2
aluno_760,Olivia Silva,Tarde,3,7.9,6.3,0.2
aluno_761,Igor Nascimento,Noite,1,2.8,8.3,7.4
aluno_762,Samuel Silva,Noite,5,0.5,8.5,0.7
aluno_763,Igor Silva,Tarde,2,2.2,7.6,9.8
aluno_764,Eduardo Pereira,Noite,3,2.6,6.6,1.4
aluno_765,Daniela Lima,Noite,2,6.9,3.3,5.2
aluno_766,Renata Rodrigues,Manhã,2,8.7,9.8,8.1
aluno_767,Renata Rodrigues,Tarde,2,4.3,5.8,7.0
aluno_768,Fernanda Silva,Tarde,2,5.4,6.6,5.8
aluno_769,Gabriel Silva,Noite,4,0.5,7.2,2.4
aluno_770,Renata Lima,Tarde,5,2.6,5.6,2.6
aluno_771,Olivia Silva,Manhã,3,0.2,2.8,1.2
aluno_772,Yasmin Nascimento,Manhã,5,7.0,9.7,0.0
aluno_773,Samuel Nascimento,Noite,1,4.7,7.2,5.2
aluno_774,Helena Souza,Tarde,1,8.0,3.5,1.7
aluno_775,Carlos Costa,Manhã,3,4.6,8.7,1.7
aluno_776,Yasmin Rodrigues,Manhã,4,1.7,6.0,5.9
aluno_777,Gabriel Silva,Noite,5,2.3,9.7,6.3
aluno_778,Juliana Rodrigues,Noite,2,1.4,7.0,5.4
aluno_779,Vinicius Silva,Tarde,1,4.9,5.9,3.6
aluno_780,Carlos Souza,Manhã,5,2.1,10.0,5.2
aluno_781,Juliana Lima,Tarde,5,0.8,2.6,6.3
aluno_782,Samuel Silva,Tarde,5,3.8,4.3,1.0
aluno_783,Daniela Souza,Noite,2,1.7,8.1,5.8
aluno_784,Fernanda Oliveira,Noite,5,1.9,0.2,5.5
aluno_785,Juliana Silva,Manhã,5,7.9,4.7,2.6
aluno_786,Paulo Almeida,Manhã,4,5.1,6.9,5.8
aluno_787,Vinicius Santos,Noite,4,7.4,6.9,5.6
aluno_788,Gabriel Nascimento,Manhã,5,1.7,7.7,3.0
aluno_789,Helena Souza,Noite,2,4.1,9.2,0.1
aluno_790,Daniela Lima,Noite,4,0.0,1.8,5.5
aluno_791,Juliana Silva,Tarde,3,6.2,2.6,2.6
aluno_792,Helena Pereira,Manhã,2,3.5,8.8,4.7
aluno_793,Daniela Oliveira,Manhã,2,1.6,1.1,8.2
aluno_794,Eduardo Lima,Tarde,4,1.7,6.3,9.7
aluno_795,Bruno Lima,Tarde,5,9.4,6.4,8.2
aluno_796,Fernanda Oliveira,Manhã,3,4.8,5.0,6.1
aluno_797,Gabriel Costa,Noite,4,3.2,2.9,7.5
aluno_798,Paulo Santos,Manhã,2,4.5,0.1,5.6
aluno_799,Nicolas Silva,Manhã,3,1.6,5.0,2.7
aluno_800,Ana Souza,Tarde,5,1.7,0.2,6.0
aluno_801,Lucas Oliveira,Tarde,3,3.4,2.0,6.9
aluno_802,Vinicius Santos,Noite,3,4.1,5.1,9.2
aluno_803,Igor Souza,Manhã,2,5.1,1.3,7.1
aluno_804,Yasmin Lima,Tarde,4,6.3,0.1,6.1
aluno_805,Ana Souza,Manhã,2,0.7,6.2,1.6
aluno_806,Bruno Costa,Tarde,3,9.7,3.3,5.8
aluno_807,Carlos Silva,Manhã,1,2.9,3.4,1.6
aluno_808,Vinicius Silva,Manhã,5,5.2,6.6,1.6
aluno_809,Mariana Santos,Noite,4,3.1,2.2,0.0
aluno_810,Bruno Pereira,Tarde,3,5.4,0.5,7.4
aluno_811,Daniela Rodrigues,Tarde,2,9.2,4.4,2.2
aluno_812,Bruno Rodrigues,Manhã,3,5.4,2.6,1.3
aluno_813,Fernanda Pereira,Manhã,2,1.6,1.3,5.2
aluno_814,Lucas Almeida,Tarde,1,5.4,7.8,4.6
aluno_815,Renata Costa,Noite,1,6.2,7.3,3.9
aluno_816,Juliana Lima,Tarde,2,7.0,7.6,7.9
aluno_817,Carlos Souza,Tarde,5,2.1,9.4,8.5
aluno_818,Mariana Souza,Manhã,2,8.5,2.1,2.6
aluno_819,Lucas Lima,Manhã,3,8.4,6.2,4.5
aluno_820,Gabriel Almeida,Tarde,1,5.3,9.4,9.8
aluno_821,Helena Souza,Tarde,2,7.1,5.6,0.4
aluno_822,Lucas Santos,Noite,4,6.7,1.7,5.6
aluno_823,Olivia Rodrigues,Manhã,4,8.2,8.1,8.3
aluno_824,Renata Souza,Tarde,2,6.2,1.3,5.1
aluno_825,Paulo Almeida,Noite,4,5.1,0.5,7.0
aluno_826,Daniela Almeida,Noite,2,8.4,1.8,7.1
aluno_827,Renata Silva,Manhã,5,3.1,4.1,5.7
aluno_828,Olivia Rodrigues,Manhã,4,7.5,3.4,2.2
